0.102981847,2.49E-20
0.240419997,3.22E-20
0.376137472,4.08E-20
0.435285347,1.06E-19
0.435285347,7.40E-20
0.435285347,5.40E-20
0.612728972,1.43E-19
0.790172596,2.26E-19
0.790172596,1.81E-19
0.967616221,2.86E-19
1.606413269,3.74E-19
2.032277968,9.35E-19
2.032277968,7.79E-19
2.032277968,6.49E-19
2.032277968,5.41E-19
2.032277968,4.51E-19
2.387165217,3.73E-19
2.387165217,2.90E-19
2.505460967,2.26E-19
2.919496091,1.46E-19
3.008217903,1.20E-19
3.350430608,1.83E-19
4.161601463,2.36E-19
4.537874119,3.77E-19
4.573915912,3.02E-19
4.871375961,4.85E-19
5.22626321,5.93E-19
5.483717784,7.07E-19
5.896032233,8.64E-19
6.503857306,1.07E-18
7.17814308,1.39E-18
8.065361202,1.71E-18
8.952579325,2.25E-18
9.839797448,2.76E-18
10.69152685,3.71E-18
12.14656457,3.90E-18
13.56611356,3.93E-18
14.80821893,4.44E-18
15.87288068,5.29E-18
16.31648974,6.48E-18
17.29242968,7.51E-18
18.1796478,8.87E-18
19.5991968,9.89E-18
21.01874579,1.10E-17
22.43829479,1.16E-17
23.85784379,1.26E-17
25.38385896,1.35E-17
26.5904756,1.47E-17
28.11649078,1.64E-17
29.53603977,1.74E-17
30.95558877,1.84E-17
32.37513776,1.87E-17
33.79468676,1.89E-17
35.21423576,1.93E-17
36.63378475,1.93E-17
38.05333375,1.93E-17
39.47288275,1.91E-17
40.56012824,1.92E-17
41.46476809,2.02E-17
43.02175524,2.20E-17
44.44130423,2.28E-17
45.93183068,2.37E-17
47.28040223,2.38E-17
48.69995122,2.42E-17
49.76461297,2.42E-17
51.0720176,2.47E-17
52.24882371,2.57E-17
53.66837271,2.65E-17
55.08792171,2.65E-17
56.5074707,2.65E-17
57.9270197,2.74E-17
59.34656869,2.77E-17
60.70696982,2.75E-17
62.18566669,2.65E-17
63.60521568,2.43E-17
65.08391255,2.34E-17
66.44431368,2.21E-17
67.86386267,2.22E-17
69.28341167,2.49E-17
71.05784791,2.88E-17
72.47739691,2.90E-17
73.71950228,2.88E-17
75.3164949,2.57E-17
76.7360439,2.36E-17
78.1555929,2.25E-17
79.22025464,2.05E-17
80.82950697,1.84E-17
82.41423988,1.68E-17
83.65634526,1.41E-17
84.18867613,1.19E-17
85.60822513,1.02E-17
87.02777412,8.86E-18
88.44732312,9.11E-18
89.76040594,1.02E-17
91.28642111,1.13E-17
92.70597011,1.26E-17
93.86806453,1.53E-17
95.10145904,1.87E-17
96.2548426,2.24E-17
97.6743916,2.28E-17
98.32501822,1.28E-17
98.49902049,1.98E-17
98.56160972,1.59E-17
98.73905334,1.06E-17
98.73905334,8.85E-18
98.91649697,7.43E-18
99.62627147,6.04E-18
99.75261133,5.20E-18
99.89004948,5.20E-18
100.1586023,4.04E-18
100.5726375,3.30E-18
100.8683768,2.75E-18
101.1641162,1.88E-18
101.4007077,2.36E-18
101.6668731,1.50E-18
102.3470737,1.35E-18
103.7074748,1.38E-18
105.1270238,1.46E-18
106.5465728,1.53E-18
107.9661218,1.70E-18
109.3856708,1.71E-18
110.8052198,1.71E-18
112.2247688,1.67E-18
113.6443178,1.55E-18
115.0638668,1.49E-18
116.4834158,1.39E-18
117.1931903,1.14E-18
118.4352957,9.33E-19
119.1450702,7.26E-19
120.0322883,5.90E-19
120.7420628,4.46E-19
120.9195064,3.63E-19
121.4518373,3.11E-19
122.516499,2.60E-19
123.2262735,2.09E-19
124.2317874,1.78E-19
125.0007098,1.54E-19
126.4202588,1.54E-19
127.6623641,1.61E-19
128.7270259,1.90E-19
129.0819131,2.32E-19
129.223868,2.78E-19
129.6733919,3.58E-19
130.3240185,4.89E-19
130.3240185,4.21E-19
130.5014621,6.32E-19
130.661484,8.21E-19
131.2338204,1.05E-18
131.4557862,1.41E-18
131.6512969,1.66E-18
132.3384876,1.92E-18
132.6533694,2.48E-18
133.1682785,3.06E-18
133.6031767,3.85E-18
134.3703784,4.89E-18
134.5652438,5.78E-18
135.1291919,8.62E-18
135.1859738,7.23E-18
135.5881794,9.77E-18
136.1796581,1.15E-17
137.4217635,1.36E-17
138.8413125,1.40E-17
140.2608615,1.40E-17
141.6804105,1.36E-17
143.0999595,1.30E-17
144.5195085,1.27E-17
145.9390575,1.25E-17
147.3586065,1.22E-17
148.7781555,1.21E-17
150.1977045,1.16E-17
